,AT,V,AP,RH,PE
3358,26.11,73.17,1009.8,65.18,434.94
3359,9.38,44.77,1020.41,85.26,473.9
3360,18.77,49.21,1012.2,58.69,454.86
3361,10.0,39.66,1016.83,78.91,479.97
3362,10.1,44.03,1008.11,90.29,471.59
3363,10.35,40.27,1005.09,92.42,477.8
3364,12.95,40.1,1015.31,86.01,471.07
3365,21.76,47.93,1005.34,86.28,444.77
3366,25.06,52.36,1014.7,67.98,454.13
3367,8.39,52.72,1026.06,86.76,473.45
3368,23.56,71.85,1009.67,74.78,439.48
3369,23.58,58.82,1009.68,81.38,445.01
3370,20.71,45.61,1013.64,82.39,457.4
3371,13.4,41.78,1010.2,64.57,466.68
3372,10.36,41.46,1017.53,92.04,478.27
3373,13.67,42.32,1015.41,79.04,464.56
3374,29.35,71.58,1010.07,61.8,434.45
3375,6.61,36.24,1013.57,91.8,483.12
3376,13.92,39.85,1012.64,68.03,473.47
3377,27.18,62.66,1009.89,52.83,442.16
3378,11.41,41.54,1019.94,66.49,477.89
3379,26.61,69.13,1002.05,51.97,430.17
3380,20.32,67.71,1007.42,63.71,446.22
3381,20.97,44.63,1007.64,73.69,453.26
3382,25.34,49.5,1013.25,50.8,457.12
3383,6.22,39.85,1012.05,86.88,443.73
3384,11.87,36.43,1023.42,79.5,474.17
3385,11.92,41.2,1016.99,81.24,476.0
3386,28.15,71.25,1000.51,81.04,431.28
3387,28.01,65.34,1014.68,46.86,440.77
3388,16.51,41.79,1007.1,74.03,457.74
3389,13.51,39.31,1012.18,75.19,466.46
3390,18.34,65.94,1013.27,85.42,451.29
3391,10.04,41.62,1013.36,95.17,463.87
3392,20.3,56.53,1020.27,76.49,454.12
3393,18.6,56.85,1012.34,80.24,450.26
3394,19.79,51.19,1008.77,94.72,447.96
3395,11.18,39.61,1018.56,68.0,468.75
3396,10.91,40.1,1014.07,91.45,478.34
3397,18.92,46.93,1009.89,77.98,453.66
3398,14.1,42.18,1015.05,78.25,463.3
3399,24.69,59.92,1010.12,80.58,436.33
3400,23.61,43.77,1011.81,56.08,444.55
3401,27.0,60.96,1012.36,58.97,450.15
3402,15.87,45.0,1021.92,40.0,470.85
3403,30.2,74.34,1004.17,74.77,431.77
3404,14.18,39.3,1020.1,67.48,464.32
3405,11.23,43.67,1012.57,72.1,475.41
3406,32.95,75.08,1005.32,47.7,436.3
3407,24.33,46.93,1013.83,44.59,447.54
3408,9.55,38.08,1019.34,68.38,479.23
3409,27.58,65.27,1013.51,50.43,441.3
3410,25.56,58.82,1010.44,70.23,441.0
3411,5.74,37.8,1021.37,74.47,490.81
3412,8.22,41.82,1032.77,71.63,477.86
3413,23.18,59.04,1011.44,79.28,443.12
3414,26.91,70.02,1010.75,59.48,445.31
3415,16.14,54.3,1017.93,65.68,460.73
3416,20.69,50.78,1008.71,91.95,447.58
3417,24.18,66.48,1003.3,70.99,433.37
3418,2.8,39.64,1011.01,82.96,482.66
3419,25.26,65.61,1014.43,58.35,447.34
3420,10.11,52.75,1021.79,76.08,470.35
3421,17.44,45.01,1013.65,75.13,456.08
3422,25.37,59.14,1017.27,78.07,437.19
3423,9.45,41.92,1029.32,91.09,467.79
3424,10.39,39.69,1003.31,89.6,473.0
3425,26.2,74.67,1016.69,84.38,430.22
3426,22.85,47.43,1008.13,66.36,448.15
3427,12.65,44.03,1007.13,85.23,466.01
3428,15.14,41.93,1020.95,61.26,469.68
3429,28.51,70.02,1010.58,54.68,441.66
3430,22.55,70.79,1006.19,92.56,436.43
3431,24.35,66.49,1012.48,62.12,439.15
3432,12.64,41.79,1016.38,92.65,461.46
3433,24.2,64.33,1011.15,84.23,442.78
3434,7.52,41.66,1015.2,78.41,483.28
3435,21.54,58.12,1015.33,78.67,454.32
3436,23.43,60.32,1015.34,69.34,446.88
3437,23.24,63.76,1010.1,79.16,441.35
3438,24.67,69.14,1006.25,88.51,440.03
3439,6.77,40.78,1024.86,96.58,478.24
3440,31.94,69.98,1013.32,56.17,432.03
3441,20.83,49.02,1009.45,91.92,445.31
3442,8.37,39.99,1010.36,93.26,482.31
3443,13.75,44.47,1029.63,70.74,467.14
3444,30.82,70.36,1006.47,58.79,439.16
3445,25.16,57.17,1009.86,75.7,442.03
3446,22.1,65.48,1019.3,66.96,447.0
3447,18.7,52.72,1024.84,57.72,458.06
3448,19.76,58.79,1017.37,89.09,449.76
3449,28.45,69.23,1013.07,39.46,436.96
3450,13.58,49.83,1008.9,86.8,465.82
3451,20.83,67.32,1011.76,73.11,443.17
3452,5.85,41.55,1001.95,99.41,484.47
3453,16.99,40.89,1011.54,64.51,464.95
3454,10.68,37.92,1009.59,65.05,474.03
3455,14.65,35.4,1016.16,60.26,469.61
3456,26.2,71.14,1007.92,72.95,431.7
3457,32.74,68.31,1010.23,41.29,441.66
3458,15.78,41.16,1008.43,80.25,464.85
3459,12.41,39.28,1017.08,87.02,473.86
3460,25.36,60.07,1015.06,66.11,439.73
3461,20.56,60.08,1017.79,78.08,452.8
3462,24.92,63.86,1019.19,59.24,440.93
3463,31.88,67.32,1013.64,35.1,436.64
3464,24.51,51.86,1014.64,67.57,446.74
3465,8.48,40.05,1015.89,90.25,483.5
3466,27.76,71.97,1008.53,86.97,434.04
3467,12.08,41.39,1019.45,78.3,477.8
3468,23.56,73.18,1012.18,87.98,437.92
3469,11.77,41.06,1021.45,76.63,475.88
3470,21.37,65.94,1010.73,75.09,444.74
3471,14.02,43.34,1016.06,85.8,466.38
3472,17.53,44.9,1020.5,71.1,457.61
3473,14.89,35.71,1015.1,55.11,469.37
3474,14.81,43.7,1015.1,60.72,469.5
3475,28.99,68.24,1008.75,66.57,428.28
3476,30.49,70.32,1011.34,66.33,434.76
3477,21.59,66.54,1004.88,90.54,441.71
3478,24.46,61.9,1013.88,87.16,441.34
3479,21.63,50.16,1005.7,84.84,448.32
3480,21.46,46.63,1012.97,71.29,452.1
3481,5.7,40.35,1012.18,91.57,488.8
3482,27.11,70.04,1009.76,71.25,431.96
3483,9.95,41.82,1033.09,69.44,477.52
3484,18.68,46.0,1002.2,97.17,447.8
3485,18.41,65.94,1010.23,84.71,452.66
3486,19.02,49.25,1019.75,58.29,453.49
3487,26.25,61.02,1011.47,71.22,436.44
3488,18.07,63.31,1016.65,72.81,456.5
3489,26.17,70.47,1010.25,68.96,434.56
3490,23.83,49.21,1012.93,46.79,446.23
3491,21.11,59.39,1013.87,85.29,446.02
3492,13.9,42.86,1030.82,71.89,473.76
3493,26.64,73.56,1004.98,93.31,432.93
3494,21.5,45.38,1013.88,64.28,460.18
3495,11.61,41.17,1019.57,58.82,476.81
3496,6.13,39.48,1005.17,53.5,484.12
3497,12.72,40.6,1013.45,86.16,471.23
3498,17.29,44.63,1019.6,41.98,460.66
3499,31.8,69.05,1000.77,49.82,426.5
3500,19.16,43.43,1012.36,72.59,451.0
3501,23.62,73.67,1007.0,90.8,438.33
3502,7.87,41.17,1020.33,77.77,486.2
3503,25.78,59.15,1013.61,66.68,441.71
3504,29.29,72.58,1007.39,72.85,428.73
3505,29.58,76.2,1008.37,60.73,433.91
3506,24.29,63.57,1010.29,87.3,443.28
3507,25.25,58.46,1015.54,70.76,444.05
3508,31.74,72.58,1007.26,59.58,425.12
3509,7.39,39.85,1011.63,83.61,487.84
3510,28.5,79.74,1006.75,87.09,433.08
3511,29.98,67.22,1014.22,52.69,445.3
3512,22.94,61.5,1008.25,73.45,445.31
3513,25.85,70.36,1005.59,78.23,433.06
3514,21.09,74.93,1015.11,81.93,443.51
3515,27.28,47.93,1003.46,59.22,438.0
3516,23.86,59.21,1013.02,73.6,441.22
3517,13.33,40.64,1020.92,91.47,474.07
3518,23.66,60.37,1006.91,87.13,438.59
3519,16.8,44.9,1009.14,79.78,456.42
3520,22.12,57.19,1007.56,76.5,442.51
3521,24.82,57.19,1007.82,71.46,439.91
3522,11.09,40.43,1025.47,74.97,490.96
3523,7.64,40.81,1026.67,95.24,483.38
3524,27.78,60.07,1014.66,53.74,439.43
3525,6.49,38.68,1017.94,64.81,485.95
3526,10.97,40.6,1015.0,87.59,478.69
3527,25.27,63.91,1009.82,75.48,440.39
3528,14.07,43.34,1015.79,86.0,463.77
3529,18.9,47.83,1005.31,77.79,455.94
3530,4.49,38.44,1015.47,76.96,485.78
3531,5.94,39.9,1007.84,86.33,485.86
3532,21.94,64.15,1021.2,61.75,453.3
3533,21.35,59.04,1012.28,95.71,445.83
3534,7.94,35.77,1017.04,63.22,480.38
3535,23.6,60.08,1017.51,63.02,451.97
3536,29.73,67.25,1017.64,37.79,439.06
3537,10.51,39.04,1023.95,85.35,479.15
3538,8.7,36.24,1013.34,89.5,478.69
3539,29.6,69.82,1010.49,61.66,438.47
3540,24.26,56.57,1013.86,70.35,442.9
3541,20.61,60.1,1010.84,80.57,450.46
3542,14.2,38.62,1017.83,77.57,465.29
3543,8.77,42.49,1010.7,86.78,469.1
3544,27.38,69.4,1004.57,74.12,434.47
3545,12.98,39.64,1013.95,74.39,473.54
3546,32.38,73.91,1004.05,61.69,430.17
3547,19.2,58.71,1009.8,84.62,448.17
3548,27.37,63.73,1009.79,65.25,437.24
3549,18.77,58.66,1010.34,87.25,454.54
3550,21.95,59.43,1010.29,74.67,442.84
3551,26.73,77.95,1012.31,78.35,434.76
3552,16.02,71.14,1019.75,70.42,456.35
3553,18.86,46.48,1007.28,78.47,452.0
3554,21.7,64.44,1014.95,73.33,448.51
3555,20.25,44.78,1007.93,40.16,462.44
3556,11.42,41.38,1021.98,60.19,479.23
3557,6.37,41.03,1022.23,80.36,490.47
3558,14.54,42.99,1009.27,90.88,468.93
3559,24.43,58.05,1011.88,71.39,445.68
3560,15.92,37.64,1014.93,83.73,464.14
3561,27.51,71.29,1009.43,76.92,430.42
3562,23.64,60.95,1014.92,64.91,447.86
3563,9.0,41.54,1018.83,79.61,484.08
3564,28.98,73.42,1011.25,72.9,432.2
3565,18.31,50.9,1011.87,86.83,455.5
3566,15.82,44.2,1018.96,66.73,460.2
3567,14.88,41.66,1009.4,67.15,468.55
3568,27.49,63.78,1015.43,47.45,445.66
3569,10.74,41.46,1016.76,84.59,479.94
3570,18.21,62.26,1011.97,87.28,455.88
3571,17.2,40.55,1000.68,72.67,462.55
3572,8.66,36.25,1028.22,86.96,479.66
3573,20.59,42.04,1009.78,62.77,463.08
3574,22.86,58.96,1014.03,54.96,451.82
3575,23.31,68.63,1014.73,51.57,448.2
3576,16.71,42.99,1007.72,75.35,465.09
3577,4.97,38.91,1018.99,89.86,489.96
3578,31.95,70.8,1008.38,66.26,432.79
3579,13.89,35.71,1016.4,65.49,468.54
3580,26.92,51.43,1012.29,59.33,437.35
3581,23.0,60.37,1005.34,83.73,437.6
3582,25.95,59.27,1010.9,70.42,444.19
3583,14.84,38.91,1013.78,69.27,467.83
3584,22.5,70.94,1008.04,82.39,442.4
3585,31.84,77.95,1014.9,55.35,433.28
3586,19.35,39.39,1013.91,61.53,465.28
3587,24.26,67.69,1008.48,66.74,437.4
3588,21.95,68.08,1012.91,69.36,443.93
3589,16.07,65.46,1013.88,87.11,450.54
3590,30.21,79.74,1006.82,54.03,430.83
3591,13.66,45.0,1021.97,79.04,473.12
3592,9.76,39.16,1014.19,85.4,482.38
3593,15.69,39.3,1019.03,60.57,464.17
3594,5.29,41.38,1020.62,83.83,492.12
3595,26.72,65.61,1014.41,52.01,442.48
3596,12.68,41.4,1021.59,78.57,466.64
3597,29.24,64.33,1011.49,65.08,440.12
3598,19.09,43.14,1012.34,45.75,463.3
3599,5.06,40.64,1021.49,93.7,483.73
3600,26.23,70.72,1009.73,73.44,445.28
3601,27.15,73.9,1007.57,74.42,433.09
3602,23.47,65.61,1014.57,69.83,447.16
3603,19.78,44.71,1015.7,29.43,465.49
3604,13.07,40.83,1010.0,84.84,471.19
3605,8.52,38.5,1013.16,64.06,482.96
3606,10.39,40.96,1023.51,84.73,479.0
3607,30.2,56.9,1006.89,42.69,436.17
3608,23.93,64.05,1013.09,86.02,440.66
3609,21.11,43.43,1010.1,62.62,447.83
3610,16.59,41.79,1006.67,73.9,455.42
3611,30.52,70.4,1003.9,64.33,438.29
3612,15.74,43.71,1024.7,78.38,462.66
3613,21.25,44.05,1005.69,81.87,448.43
3614,12.25,44.58,1016.47,81.15,475.24
3615,6.49,43.65,1020.41,72.78,484.94
3616,14.1,48.92,1011.6,84.39,461.34
3617,24.62,58.66,1011.43,56.61,449.8
3618,16.0,43.34,1013.89,78.39,462.33
3619,28.67,66.25,1007.96,76.36,434.73
3620,29.18,68.24,1010.04,68.04,428.52
3621,26.8,68.31,1011.04,61.48,447.85
3622,16.76,43.67,1011.27,70.55,462.44
3623,9.44,39.82,1013.26,91.55,483.18
3624,11.44,34.03,1018.57,74.06,476.06
3625,13.45,43.14,1015.5,74.33,474.1
3626,16.46,61.27,1020.02,74.54,456.64
3627,12.91,40.73,1017.66,93.66,464.61
3628,18.58,64.45,1009.68,67.57,444.28
3629,13.1,40.03,1017.79,84.48,470.75
3630,13.45,41.16,1022.04,82.96,460.57
3631,10.01,43.7,1015.73,91.97,479.24
3632,17.32,41.67,1013.23,68.07,462.74
3633,21.49,61.27,1019.81,63.21,450.07
3634,23.56,49.16,1003.31,66.98,445.36
3635,11.02,38.28,1013.51,95.66,472.11
3636,33.62,77.17,1009.38,63.71,431.03
3637,4.56,40.27,1011.13,80.24,493.87
3638,14.87,41.76,1022.26,78.21,464.84
3639,10.77,44.78,1012.87,84.16,470.66
3640,21.45,60.08,1017.92,72.7,451.49
3641,13.24,54.3,1017.05,81.99,467.81
3642,22.64,58.66,1011.68,60.97,449.79
3643,11.72,40.55,1020.74,86.22,474.7
3644,26.74,59.87,1012.5,62.88,447.88
3645,12.51,49.83,1008.61,94.27,452.84
3646,9.88,39.66,1017.81,76.05,480.05
3647,25.0,68.14,1005.35,57.13,437.67
3648,25.51,73.56,1006.59,96.63,437.07
3649,11.22,41.93,1023.13,69.35,480.71
3650,21.7,49.02,1008.74,82.8,446.46
3651,19.83,63.94,1019.81,75.05,448.03
3652,12.34,40.62,1016.28,53.6,466.47
3653,10.4,45.01,1018.58,93.48,470.79
3654,13.61,42.34,1017.78,88.84,466.17
3655,25.55,58.95,1017.12,51.84,442.3
3656,13.2,41.78,1010.49,64.96,468.58
3657,25.88,66.48,1004.24,63.16,434.4
3658,14.75,41.16,1009.58,86.96,468.14
3659,7.82,40.72,1022.17,88.13,481.52
3660,11.7,25.36,1008.65,92.11,470.88
3661,6.37,40.81,1025.98,91.0,489.18
3662,23.98,50.32,1008.41,67.75,443.45
3663,24.8,59.87,1018.79,60.79,441.0
3664,23.89,50.16,1004.88,73.94,444.99
3665,27.88,70.79,1005.06,72.5,429.62
3666,7.19,39.4,1011.45,90.65,483.04
3667,24.2,60.95,1014.82,59.42,448.43
3668,33.82,72.29,1008.67,46.95,432.13
3669,14.69,54.3,1018.01,73.4,462.63
3670,24.82,74.87,1010.28,73.54,434.46
3671,12.59,40.03,1018.76,85.4,471.63
3672,19.05,44.06,1017.02,73.76,454.28
3673,5.51,35.57,1026.3,78.97,489.36
3674,33.7,68.27,1007.16,50.41,427.4
3675,26.05,56.85,1012.78,59.09,438.59
3676,14.45,39.58,1012.41,79.0,467.62
3677,30.48,70.04,1010.73,53.7,429.85
3678,19.68,56.65,1020.75,67.25,456.89
3679,21.34,48.06,1014.49,63.23,458.13
3680,23.03,65.12,1016.29,69.8,447.84
3681,24.2,59.07,1009.25,88.25,441.93
3682,24.54,48.06,1013.02,55.18,443.67
3683,32.27,71.85,1008.06,59.28,429.72
3684,7.61,41.26,1009.05,97.32,480.68
3685,13.86,41.58,1020.69,70.74,461.56
3686,24.35,59.21,1018.21,54.46,444.35
3687,29.12,67.32,1014.21,48.8,435.2
3688,18.03,58.86,1015.99,89.03,450.33
3689,10.59,41.54,1019.94,72.52,478.74
3690,27.69,69.98,1008.52,60.93,433.47
3691,15.21,50.88,1014.24,100.11,460.56
3692,16.92,50.9,1013.27,82.97,460.86
3693,26.16,63.76,1010.03,68.77,437.24
3694,13.78,38.47,1015.2,57.8,466.41
3695,17.66,60.08,1017.22,86.96,456.62
3696,30.12,73.18,1012.29,61.32,429.31
3697,17.69,44.34,1019.31,61.12,464.13
3698,23.14,58.95,1017.52,66.25,442.27
3699,13.98,39.18,1009.61,89.12,467.97
3700,24.41,69.48,1008.34,76.13,435.38
3701,14.38,44.78,1010.8,66.58,459.66
3702,22.75,70.94,1008.03,81.95,439.91
3703,26.94,65.61,1014.31,49.73,443.9
3704,18.8,47.83,1005.86,76.77,453.9
3705,24.45,65.12,1015.92,57.19,445.01
3706,23.77,69.13,1011.05,89.41,434.08
3707,24.62,68.31,1010.45,75.18,448.58
3708,18.85,67.32,1012.91,82.37,446.7
3709,21.94,56.85,1011.01,77.72,442.63
3710,25.61,58.86,1013.9,54.9,444.77
3711,18.97,43.43,1012.72,75.69,453.2
3712,23.46,51.19,1009.6,73.22,444.82
3713,21.04,74.87,1009.09,88.25,443.44
3714,4.23,38.44,1016.46,76.64,489.0
3715,24.42,63.31,1012.64,71.8,438.39
3716,23.1,59.43,1007.36,85.96,440.64
3717,24.98,58.98,1010.34,78.56,441.33
3718,32.96,73.03,1013.56,54.03,438.93
3719,22.1,71.29,1008.2,75.38,442.35
3720,32.27,71.85,1007.88,56.01,427.56
3721,12.36,52.75,1026.04,68.71,465.14
3722,13.11,41.44,1015.55,74.45,471.61
3723,13.18,52.72,1024.67,75.96,468.36
3724,8.03,40.67,1020.13,70.87,492.26
3725,15.49,39.0,1016.01,71.31,462.28
3726,30.02,68.24,1009.8,65.73,429.5
3727,14.73,40.35,1011.15,65.2,470.03
3728,4.78,42.85,1013.07,94.72,479.09
3729,30.3,71.98,1004.4,55.6,426.52
3730,9.63,40.27,1009.96,81.03,477.38
3731,13.24,39.85,1012.64,59.99,477.22
3732,22.93,63.13,1011.6,77.09,448.02
3733,14.55,42.74,1027.29,66.64,457.77
3734,26.42,59.27,1012.9,65.38,443.94
3735,18.88,43.69,1016.77,46.88,464.63
3736,24.47,70.94,1008.07,81.55,436.29
3737,14.81,42.03,1017.43,72.54,470.41
3738,12.8,42.18,1016.27,83.9,467.69
3739,9.72,39.66,1018.31,76.07,480.05
3740,17.74,44.2,1018.87,58.59,454.37
3741,29.65,71.25,1001.07,73.97,430.88
3742,22.19,62.96,1019.54,67.96,453.03
3743,29.79,62.66,1008.5,48.51,440.27
3744,27.13,69.45,1013.9,51.16,434.47
3745,24.62,70.47,1010.55,72.71,435.88
3746,28.65,68.27,1006.96,52.78,432.73
3747,31.86,69.59,1008.61,59.74,435.72
3748,27.56,63.9,1013.23,45.97,442.43
3749,12.29,40.71,1019.71,83.09,469.75
3750,8.84,42.49,1010.28,89.09,481.58
3751,30.62,64.69,1006.23,52.06,435.84
3752,3.99,39.64,1011.53,83.58,492.06
3753,23.38,58.82,1012.27,77.87,446.54
3754,27.46,66.54,1002.39,67.09,431.81
3755,29.22,60.23,1009.73,61.5,436.32
3756,22.22,48.98,1015.87,53.18,447.1
3757,6.8,39.37,1020.24,73.29,487.33
3758,4.49,40.27,1012.01,76.5,494.24
3759,22.53,74.87,1009.91,93.21,444.69
3760,23.63,60.37,1005.0,81.66,440.74
3761,10.06,39.61,1020.87,74.01,476.92
3762,11.09,42.44,1014.18,92.81,478.37
3763,7.64,38.18,1017.65,78.51,484.45
3764,33.95,68.14,1002.33,48.98,427.25
3765,32.38,69.05,1000.76,45.85,429.31
3766,9.42,41.4,1029.99,88.41,477.01
3767,25.92,60.32,1016.05,52.51,448.37
3768,18.5,52.08,1006.23,100.09,451.23
3769,13.12,48.04,1011.93,100.07,463.46
3770,34.33,69.05,1000.89,37.9,430.56
3771,29.29,70.02,1010.13,46.93,438.84
3772,16.4,44.9,1009.22,82.31,456.11
3773,21.44,62.96,1020.27,79.85,450.57
3774,11.45,41.17,1017.98,84.64,476.0
3775,14.62,44.84,1023.41,85.17,464.51
3776,29.29,57.19,1008.3,60.11,435.69
3777,10.16,40.8,1028.13,86.39,477.49
3778,25.45,69.59,1008.51,83.17,445.61
3779,31.98,73.42,1010.66,60.06,432.2
3780,25.93,66.56,1004.97,76.35,433.25
3781,32.51,71.22,1005.62,47.6,433.76
3782,11.38,52.75,1026.19,72.71,469.9
3783,10.39,40.22,1009.77,83.27,478.58
3784,13.6,41.2,1015.92,85.05,467.42
3785,30.11,62.04,1010.69,47.96,444.42
3786,33.24,74.34,1002.58,45.05,435.5
3787,25.59,62.39,1006.37,74.06,435.84
3788,24.33,60.32,1015.49,59.95,445.36
3789,28.92,61.02,1011.19,56.13,436.76
3790,15.62,58.59,1013.91,97.6,457.3
3791,7.49,36.08,1020.27,85.69,483.26
3792,18.33,44.34,1019.55,51.69,468.8
3793,21.38,44.05,1005.69,81.66,445.71
3794,24.13,73.18,1012.62,91.52,436.22
3795,9.53,40.23,1017.74,89.05,484.0
3796,8.83,41.92,1031.8,78.97,483.38
3797,26.37,54.5,1014.48,66.31,451.78
3798,15.04,41.35,1004.29,99.1,467.96
3799,25.13,51.95,1005.42,62.05,447.7
3800,22.26,69.04,1010.48,84.33,444.73
3801,31.07,70.32,1011.74,65.91,436.16
3802,30.74,79.05,1005.78,73.19,430.69
3803,13.08,43.14,1019.39,99.74,467.06
3804,26.18,69.84,1005.13,72.89,431.69
3805,14.22,40.83,1009.2,81.32,469.75
3806,10.95,40.22,1010.04,78.96,477.23
3807,30.62,66.75,1017.68,53.68,432.66
3808,26.96,73.68,1013.81,84.77,429.48
3809,23.25,63.78,1016.01,72.01,448.82
3810,8.0,34.03,1018.98,78.67,487.17
3811,12.66,41.2,1015.88,89.12,466.49
3812,23.04,74.99,1005.44,92.86,437.65
3813,31.41,74.16,1011.1,57.05,434.88
3814,29.51,75.6,1017.92,50.61,431.18
3815,21.96,58.79,1012.1,88.74,447.31
3816,26.45,75.6,1017.42,74.5,436.89
3817,12.79,44.03,1007.46,95.93,464.35
3818,14.63,41.23,998.96,86.4,466.36
3819,14.74,42.77,1017.71,76.59,463.61
3820,23.56,66.49,1012.21,53.86,441.92
3821,17.34,44.06,1015.84,74.88,458.5
3822,13.26,45.51,1015.99,69.82,472.17
3823,19.46,60.07,1014.81,66.61,451.89
3824,29.96,67.83,1008.0,44.05,433.13
3825,21.38,60.84,1017.94,82.83,445.8
3826,19.48,39.72,1001.75,55.41,457.16
3827,12.99,41.93,1020.25,74.64,472.95
3828,25.79,75.6,1017.46,75.63,434.65
3829,11.46,39.3,1019.53,76.86,475.51
3830,26.38,71.58,1011.02,80.9,434.26
3831,5.23,35.57,1026.23,79.38,488.5
3832,15.36,41.35,1002.4,91.67,465.01
3833,9.19,40.62,1017.78,68.91,475.42
3834,5.89,40.07,1018.99,63.13,493.9
3835,34.29,68.51,1009.58,32.25,427.62
3836,19.21,60.07,1014.94,70.02,452.84
3837,14.02,40.66,1017.05,84.14,465.39
3838,29.12,67.83,1008.05,46.86,432.46
3839,2.58,39.42,1028.68,69.03,488.69
3840,12.61,41.58,1020.17,85.18,463.36
3841,20.48,60.29,1017.16,72.1,455.51
3842,7.3,43.65,1019.33,67.62,482.96
3843,22.7,66.44,1011.19,68.36,444.02
3844,29.78,65.74,1012.13,44.96,441.51
3845,15.3,43.34,1013.23,82.73,463.7
3846,10.39,44.85,1014.22,78.42,478.05
3847,13.1,49.83,1007.29,92.79,466.08
3848,24.92,48.92,1010.11,36.53,445.56
3849,10.89,44.2,1018.3,86.32,479.16
3850,6.81,38.56,1016.5,70.99,487.45
3851,23.63,71.29,1008.01,70.07,442.65
3852,32.39,79.74,1006.92,58.58,430.12
3853,20.64,49.21,1014.86,58.47,454.2
3854,26.89,70.32,1012.39,87.17,435.56
3855,19.02,50.66,1013.04,85.25,455.42
3856,20.78,58.86,1016.02,77.29,446.2
3857,8.72,36.25,1029.31,85.73,479.94
3858,22.45,41.54,1012.69,70.89,460.07
3859,24.2,50.78,1008.74,59.32,443.09
3860,10.8,40.22,1011.25,84.57,478.21
3861,31.48,69.75,1008.9,45.66,438.19
3862,19.09,66.51,1015.11,76.38,458.41
3863,24.38,63.91,1009.53,79.11,446.02
3864,19.46,46.33,1013.77,89.62,452.11
3865,26.63,73.68,1015.15,85.13,428.8
3866,10.26,39.13,1010.94,87.78,474.16
3867,31.01,71.37,1003.4,55.06,430.82
3868,3.95,38.44,1016.75,79.65,492.46
3869,25.99,74.67,1016.59,83.39,434.7
3870,18.25,43.14,1011.51,55.16,462.78
3871,14.46,53.82,1016.55,68.11,462.6
3872,29.09,70.98,1007.86,80.35,439.34
3873,12.53,42.03,1017.57,81.57,469.18
3874,20.35,67.71,1005.85,63.97,446.42
3875,5.82,41.38,1021.06,86.91,492.12
3876,10.52,41.01,1020.35,93.58,466.75
3877,14.1,41.04,1026.11,74.25,465.89
3878,21.98,55.97,1009.12,89.51,442.65
3879,23.6,65.48,1017.44,61.26,444.38
3880,26.53,63.87,1017.38,48.53,445.11
3881,28.22,51.43,1006.06,63.72,438.43
3882,26.13,73.21,1002.12,92.02,435.34
3883,4.11,38.44,1015.9,81.79,488.05
3884,30.75,73.5,1011.02,54.76,429.18
3885,13.27,42.28,1008.3,86.2,468.86
3886,11.91,43.22,1008.75,76.57,472.88
3887,18.24,59.15,1012.0,84.4,449.48
3888,30.01,62.34,1005.28,62.34,435.94
3889,11.41,40.62,1015.56,57.62,466.83
3890,14.39,40.35,1011.33,64.86,472.43
3891,20.75,60.77,1017.91,86.06,448.58
3892,11.36,38.25,1013.22,86.16,473.55
3893,27.94,63.07,1010.75,38.57,441.0
3894,11.28,40.55,1006.23,97.78,475.14
3895,14.69,49.64,1023.43,78.17,434.12
3896,24.23,59.04,1011.91,71.79,443.06
3897,9.44,41.79,1020.16,72.26,474.03
3898,21.83,57.85,1012.49,75.16,448.21
3899,14.79,38.73,999.83,86.45,470.28
3900,23.29,68.51,1013.19,77.81,441.17
3901,21.75,65.12,1015.53,66.0,452.89
3902,17.33,53.16,1013.16,82.93,460.67
3903,17.53,50.66,1012.74,91.51,457.28
3904,22.61,54.42,1014.74,75.87,453.86
3905,13.34,40.83,1008.09,85.85,471.82
3906,15.85,49.69,1015.33,89.24,469.4
3907,12.43,43.22,1008.93,77.42,468.01
3908,20.34,46.63,1013.16,79.08,453.62
3909,14.52,44.84,1023.51,88.51,466.88
3910,31.92,75.33,1001.81,61.97,436.38
3911,22.89,73.11,1006.66,73.11,440.15
3912,20.84,51.19,1008.63,84.11,448.98
3913,18.81,52.08,1005.77,98.86,450.72
3914,28.95,66.75,1018.22,60.48,432.39
3915,16.82,47.45,1010.19,88.48,449.57
3916,11.2,41.38,1021.65,61.89,476.87
3917,9.13,39.16,1014.14,86.17,484.86
3918,15.24,45.87,1009.46,85.95,456.33
3919,5.68,40.35,1012.11,92.86,486.79
3920,30.32,64.69,1006.35,51.36,436.72
3921,17.89,44.6,1014.48,42.51,463.99
3922,33.38,71.06,1008.1,64.83,430.98
3923,26.19,65.61,1014.51,54.52,443.73
3924,12.59,44.34,1017.01,85.57,474.11
3925,17.62,43.69,1016.49,67.92,465.93
3926,22.06,64.15,1021.07,68.66,451.44
3927,18.28,45.0,1022.47,43.03,471.42
3928,16.62,52.05,1011.96,67.81,457.89
3929,22.83,65.18,1012.24,79.74,442.43
3930,12.04,40.78,1025.21,85.97,463.51
3931,19.51,50.16,1010.33,94.37,448.28
3932,24.65,71.98,1006.46,91.11,431.77
3933,16.14,44.63,1019.44,47.85,463.5
3934,19.27,50.9,1011.72,83.14,455.09
3935,6.5,38.68,1017.8,62.9,483.72
3936,6.43,39.61,1017.51,83.8,480.58
3937,23.46,57.85,1012.7,65.54,444.66
3938,5.68,40.77,1022.49,90.6,487.58
3939,20.12,56.53,1020.34,75.59,454.54
